"DexNumber","Name","Form","Type1","Type2","HP","Attack","Defense","SpAttack","SpDefense","Speed","Ability1","Ability2","HiddenAbility","Weight","Height","ApiId","Moves"
"323","camerupt-mega","mega","fire","ground","70","120","100","145","105","20","sheer-force","","","3205","25","10087","amnesia,ancient-power,body-press,body-slam,bulldoze,burning-jealousy,charm,curse,dig,double-edge,earth-power,earthquake,endeavor,endure,eruption,facade,fire-blast,fire-spin,fissure,flame-charge,flamethrower,flare-blitz,flash-cannon,focus-energy,giga-impact,growth,heat-crash,heat-wave,heavy-slam,helping-hand,high-horsepower,howl,hyper-beam,iron-head,lash-out,lava-plume,mud-shot,mud-slap,overheat,protect,rain-dance,rest,roar,rock-slide,rock-tomb,round,sandstorm,scary-face,scorching-sands,self-destruct,sleep-talk,smack-down,snore,solar-beam,spit-up,stealth-rock,stockpile,stomping-tantrum,stone-edge,substitute,sunny-day,swallow,temper-flare,trailblaze,will-o-wisp,yawn,zen-headbutt"
"334","altaria-mega","mega","dragon","fairy","75","110","110","110","105","80","pixilate","","","206","15","10067","acrobatics,aerial-ace,agility,alluring-voice,body-slam,brave-bird,breaking-swipe,bulldoze,cotton-guard,dazzling-gleam,defog,double-edge,draco-meteor,dragon-cheer,dragon-claw,dragon-dance,dragon-pulse,dragon-rush,dual-wingbeat,earthquake,endeavor,endure,facade,feather-dance,fire-blast,fire-spin,flamethrower,fly,giga-impact,haze,heat-wave,helping-hand,hurricane,hyper-beam,hyper-voice,ice-beam,moonblast,outrage,perish-song,play-rough,pluck,power-swap,protect,rain-dance,rest,roar,roost,round,safeguard,sing,sky-attack,sleep-talk,snore,snowscape,solar-beam,steel-wing,substitute,sunny-day,tailwind,thief,trailblaze,uproar,weather-ball,will-o-wisp,wonder-room"
"354","banette-mega","mega","ghost","","64","165","75","93","83","75","prankster","","","130","12","10056","burning-jealousy,calm-mind,charge-beam,confuse-ray,curse,dark-pulse,dazzling-gleam,destiny-bond,disable,encore,endure,facade,fling,foul-play,giga-impact,gunk-shot,helping-hand,hex,hyper-beam,icy-wind,imprison,knock-off,lash-out,magic-room,nasty-plot,night-shade,pain-split,payback,phantom-force,poltergeist,pounce,protect,psych-up,psychic,rain-dance,rest,role-play,round,scary-face,screech,shadow-ball,shadow-claw,shadow-punch,shadow-sneak,skill-swap,skitter-smack,sleep-talk,snore,spite,substitute,sucker-punch,sunny-day,swagger,swords-dance,taunt,thief,throat-chop,thunder,thunder-wave,thunderbolt,torment,trailblaze,trick,trick-room,will-o-wisp,zen-headbutt"
"358","chimecho-mega","mega","psychic","steel","75","50","110","135","120","65","levitate","","","80","12","10306","ally-switch,baton-pass,boomburst,calm-mind,charge-beam,charm,cosmic-power,curse,dazzling-gleam,disable,double-edge,draining-kiss,encore,endure,energy-ball,expanding-force,extrasensory,facade,fake-tears,flash-cannon,future-sight,grass-knot,gravity,heal-bell,heal-pulse,healing-wish,helping-hand,hyper-beam,hypnosis,icy-wind,imprison,knock-off,light-screen,metal-sound,protect,psych-up,psychic,psychic-noise,psyshock,rain-dance,recover,recycle,reflect,rest,round,safeguard,screech,self-destruct,shadow-ball,skill-swap,sleep-talk,snarl,snore,stored-power,substitute,sunny-day,taunt,thunder-wave,trick,trick-room,uproar,wish,wrap,yawn,zen-headbutt"
"359","absol-mega","mega","dark","","65","150","60","115","60","115","magic-bounce","","","490","12","10057","aerial-ace,air-slash,assurance,attract,baton-pass,bite,blizzard,body-slam,bounce,brutal-swing,calm-mind,close-combat,confuse-ray,curse,dark-pulse,detect,double-team,double-edge,endure,facade,feint,fire-blast,flamethrower,focus-energy,foul-play,future-sight,giga-impact,hex,hyper-beam,ice-beam,icy-wind,iron-tail,knock-off,mean-look,megahorn,night-slash,payback,perish-song,phantom-force,play-rough,protect,psycho-cut,quick-attack,rain-dance,rest,rock-slide,rock-tomb,round,sandstorm,shadow-ball,shadow-claw,shadow-sneak,sleep-talk,snarl,snore,stone-edge,substitute,sucker-punch,sunny-day,superpower,swords-dance,taunt,thief,throat-chop,thunder,thunder-wave,thunderbolt,trailblaze,will-o-wisp,x-scissor,zen-headbutt"
"362","glalie-mega","mega","ice","","80","120","80","120","80","100","refrigerate","","","3502","21","10074","avalanche,bite,blizzard,block,body-slam,bulldoze,chilling-water,crunch,dark-pulse,disable,double-team,earthquake,endure,explosion,facade,fake-tears,foul-play,freeze-dry,frost-breath,giga-impact,gyro-ball,helping-hand,hex,hyper-beam,ice-beam,ice-fang,ice-shard,ice-spinner,icicle-crash,icicle-spear,icy-wind,iron-head,light-screen,payback,protect,rain-dance,rest,round,scary-face,self-destruct,shadow-ball,sheer-cold,sleep-talk,snore,snowscape,spikes,spite,steel-roller,substitute,switcheroo,taunt,trailblaze,water-pulse,weather-ball"
"428","lopunny-mega","mega","normal","fighting","65","136","94","54","96","135","scrappy","","","283","13","10088","close-combat,fake-out,protect,quick-attack,acrobatics,after-you,agility,assurance,attract,aura-sphere,baby-doll-eyes,baton-pass,blizzard,bounce,brutal-swing,charm,circle-throw,copycat,cosmic-power,cotton-guard,dig,double-hit,drain-punch,draining-kiss,dynamic-punch,encore,endure,entrainment,facade,fake-tears,fire-punch,flail,flatter,fling,focus-blast,focus-punch,giga-impact,grass-knot,healing-wish,helping-hand,high-jump-kick,hyper-beam,hyper-voice,ice-beam,ice-punch,iron-tail,low-kick,low-sweep,mach-punch,mega-kick,mirror-coat,payback,play-rough,pounce,rain-dance,rest,reversal,round,shadow-ball,sleep-talk,snore,solar-beam,substitute,sunny-day,sweet-kiss,switcheroo,swords-dance,teeter-dance,thunder,thunder-punch,thunder-wave,thunderbolt,trailblaze,triple-axel,u-turn,uproar"
"445","garchomp-mega","mega","dragon","ground","108","170","115","120","95","92","sand-force","","","950","19","10058","dragon-claw,earthquake,rock-slide,protect,stomping-tantrum,bulldoze,swords-dance,stone-edge,poison-jab,high-horsepower,rock-tomb,scale-shot,aerial-ace,bite,body-slam,breaking-swipe,brick-break,brutal-swing,crunch,dig,double-edge,draco-meteor,dragon-cheer,dragon-pulse,dragon-rush,dragon-tail,earth-power,endure,facade,fire-blast,fire-fang,flamethrower,fling,giga-impact,helping-hand,hyper-beam,iron-head,iron-tail,liquidation,mud-shot,outrage,power-gem,rain-dance,rest,round,sand-tomb,sandstorm,scary-face,scorching-sands,shadow-claw,sleep-talk,snore,spikes,stealth-rock,substitute,sunny-day,surf,thrash,thunder-fang"
"448","lucario-mega","mega","fighting","steel","70","145","88","140","70","112","adaptability","","","575","13","10059","aerial-ace,agility,aura-sphere,bite,blaze-kick,body-slam,bone-rush,brick-break,bulk-up,bulldoze,bullet-punch,calm-mind,circle-throw,close-combat,coaching,copycat,counter,cross-chop,crunch,dark-pulse,detect,dig,dragon-pulse,drain-punch,earthquake,endure,extreme-speed,facade,feint,final-gambit,flash-cannon,fling,focus-blast,focus-energy,focus-punch,giga-impact,heal-pulse,helping-hand,high-jump-kick,howl,hyper-beam,ice-punch,iron-defense,iron-tail,life-dew,low-kick,low-sweep,mega-kick,metal-sound,meteor-mash,nasty-plot,payback,poison-jab,protect,psych-up,psychic,quick-attack,quick-guard,rain-dance,rest,reversal,roar,rock-slide,rock-tomb,round,scary-face,screech,shadow-ball,shadow-claw,sleep-talk,snore,steel-beam,stone-edge,substitute,sunny-day,swords-dance,terrain-pulse,thunder-punch,trailblaze,upper-hand,vacuum-wave,water-pulse,zen-headbutt"
"460","abomasnow-mega","mega","grass","ice","90","132","105","132","105","30","snow-warning","","","1850","27","10060","aurora-veil,avalanche,blizzard,body-press,body-slam,brick-break,bulldoze,bullet-seed,chilling-water,curse,double-edge,earth-power,earthquake,endure,energy-ball,facade,fling,focus-blast,focus-punch,frost-breath,giga-drain,giga-impact,grass-knot,grassy-glide,growth,hard-press,helping-hand,hyper-beam,ice-beam,ice-hammer,ice-punch,ice-shard,ice-spinner,icicle-spear,icy-wind,ingrain,iron-tail,leaf-storm,leech-seed,low-kick,mega-kick,mud-slap,outrage,protect,rain-dance,rest,rock-slide,rock-tomb,round,scary-face,seed-bomb,shadow-ball,sheer-cold,sleep-talk,snore,snowscape,solar-beam,stomping-tantrum,substitute,swagger,swords-dance,trailblaze,water-pulse,weather-ball,wood-hammer"
"475","gallade-mega","mega","psychic","fighting","68","165","95","65","115","110","inner-focus","","","564","16","10068","protect,psycho-cut,sacred-sword,encore,knock-off,aerial-ace,agility,air-slash,alluring-voice,aqua-cutter,aura-sphere,body-slam,brick-break,bulk-up,bulldoze,calm-mind,charge-beam,charm,close-combat,coaching,confuse-ray,dazzling-gleam,destiny-bond,disable,double-team,drain-punch,draining-kiss,earthquake,endure,energy-ball,expanding-force,facade,feint,fire-punch,fling,focus-blast,focus-punch,future-sight,giga-impact,grass-knot,heal-pulse,helping-hand,hex,hyper-beam,hyper-voice,hypnosis,ice-punch,icy-wind,imprison,leaf-blade,life-dew,light-screen,low-kick,low-sweep,magic-room,mean-look,mega-kick,memento,misty-terrain,mystical-fire,night-shade,night-slash,pain-split,poison-jab,psych-up,psychic,psychic-terrain,psyshock,quick-guard,rain-dance,reflect,rest,reversal,rock-slide,rock-tomb,round,safeguard,shadow-ball,shadow-claw,shadow-sneak,skill-swap,sleep-talk,snore,solar-blade,stone-edge,stored-power,substitute,sunny-day,swords-dance,taunt,thief,throat-chop,thunder-punch,thunder-wave,thunderbolt,trick,trick-room,triple-axel,upper-hand,vacuum-wave"
"478","froslass-mega","mega","ice","ghost","70","80","70","140","100","120","snow-warning","","","296","26","10285","blizzard,protect,shadow-ball,aurora-veil,taunt,avalanche,bite,block,body-slam,charm,chilling-water,confuse-ray,crunch,curse,destiny-bond,disable,double-team,draining-kiss,endure,facade,fake-tears,fling,frost-breath,giga-impact,haze,helping-hand,hex,hyper-beam,ice-beam,ice-fang,ice-punch,ice-shard,ice-spinner,icicle-crash,icicle-spear,icy-wind,imprison,light-screen,nasty-plot,night-shade,pain-split,payback,phantom-force,poltergeist,psych-up,psychic,rain-dance,reflect,rest,round,safeguard,scary-face,sleep-talk,snore,snowscape,spikes,spite,substitute,switcheroo,thunder,thunder-wave,thunderbolt,trailblaze,trick,triple-axel,water-pulse,weather-ball,will-o-wisp"
"500","emboar-mega","mega","fire","fighting","110","148","75","110","110","75","mold-breaker","","","1803","18","10286","assurance,blast-burn,body-press,body-slam,brick-break,bulk-up,bulldoze,burn-up,close-combat,coaching,curse,dig,double-edge,drain-punch,earthquake,endeavor,endure,facade,fire-blast,fire-punch,fire-spin,flame-charge,flamethrower,flare-blitz,fling,focus-blast,focus-energy,focus-punch,giga-impact,grass-knot,gyro-ball,hammer-arm,hard-press,head-smash,heat-crash,heat-wave,heavy-slam,helping-hand,high-horsepower,hyper-beam,iron-head,iron-tail,knock-off,low-kick,low-sweep,mud-slap,overheat,poison-jab,protect,rest,reversal,roar,rock-slide,rock-tomb,round,scald,scary-face,scorching-sands,sleep-talk,smack-down,snore,solar-beam,solar-blade,stomping-tantrum,stone-edge,storm-throw,substitute,sucker-punch,sunny-day,superpower,taunt,temper-flare,thrash,thunder-punch,trailblaze,wild-charge,will-o-wisp,yawn,zen-headbutt"
"530","excadrill-mega","mega","ground","steel","110","165","100","65","65","103","piercing-drill","","","600","9","10287","iron-head,protect,high-horsepower,rock-slide,earthquake,fissure,aerial-ace,body-slam,brick-break,brutal-swing,bulldoze,crush-claw,curse,dig,double-edge,drill-run,earth-power,endure,facade,fling,focus-blast,giga-impact,helping-hand,horn-drill,hyper-beam,iron-defense,megahorn,metal-sound,mud-shot,mud-slap,poison-jab,rapid-spin,rest,rock-blast,rock-tomb,round,sand-tomb,sandstorm,scary-face,scorching-sands,shadow-claw,sleep-talk,sludge-bomb,smart-strike,snore,stealth-rock,steel-beam,stomping-tantrum,substitute,sunny-day,swords-dance,throat-chop,x-scissor"
"531","audino-mega","mega","normal","fairy","103","60","126","80","126","50","healer","","","320","15","10069","after-you,ally-switch,amnesia,attract,baby-doll-eyes,blizzard,body-slam,calm-mind,chilling-water,dazzling-gleam,dig,double-edge,drain-punch,draining-kiss,encore,endure,entrainment,facade,fire-blast,fire-punch,flamethrower,fling,giga-impact,grass-knot,heal-pulse,healing-wish,helping-hand,hyper-beam,hyper-voice,ice-beam,ice-punch,icy-wind,iron-tail,last-resort,life-dew,light-screen,low-kick,mega-kick,misty-terrain,protect,psychic,psyshock,rain-dance,reflect,rest,round,safeguard,shadow-ball,simple-beam,skill-swap,sleep-talk,snore,solar-beam,stomping-tantrum,substitute,sunny-day,surf,sweet-kiss,throat-chop,thunder,thunder-punch,thunder-wave,thunderbolt,trick-room,uproar,wild-charge,wish,yawn,zen-headbutt"
"609","chandelure-mega","mega","ghost","fire","60","75","110","175","110","90","infiltrator","","","696","25","10291","acid-armor,burning-jealousy,calm-mind,clear-smog,confuse-ray,curse,dark-pulse,double-team,endure,energy-ball,facade,fire-blast,fire-spin,flame-charge,flamethrower,flare-blitz,giga-impact,haze,heat-wave,hex,hyper-beam,imprison,inferno,lash-out,memento,minimize,mystical-fire,night-shade,overheat,pain-split,payback,poltergeist,power-split,protect,psych-up,psychic,rest,round,safeguard,shadow-ball,skitter-smack,sleep-talk,snore,solar-beam,spite,substitute,sunny-day,taunt,temper-flare,thief,trailblaze,trick,trick-room,will-o-wisp"
"623","golurk-mega","mega","ground","ghost","89","159","105","70","105","55","unseen-fist","","","3300","40","10313","headlong-rush,poltergeist,protect,hammer-arm,rock-slide,body-press,body-slam,brick-break,bulldoze,charge-beam,close-combat,confuse-ray,curse,dig,double-edge,drain-punch,dynamic-punch,earth-power,earthquake,endure,facade,fire-punch,flash-cannon,fling,fly,focus-blast,focus-punch,giga-impact,grass-knot,gravity,gyro-ball,hard-press,heat-crash,heavy-slam,helping-hand,hex,high-horsepower,hyper-beam,ice-beam,ice-punch,icy-wind,imprison,iron-defense,iron-head,knock-off,low-kick,low-sweep,mega-kick,mud-slap,night-shade,phantom-force,psych-up,psychic,rain-dance,reflect,rest,rock-tomb,round,sandstorm,scorching-sands,self-destruct,shadow-ball,shadow-punch,sleep-talk,smack-down,snore,solar-beam,stealth-rock,stomping-tantrum,stone-edge,substitute,sunny-day,superpower,thief,thunder-punch,thunderbolt,trick,zen-headbutt"
"652","chesnaught-mega","mega","grass","fighting","88","137","172","74","115","44","bulletproof","","","900","16","10292","aerial-ace,belly-drum,bite,body-press,body-slam,brick-break,bulk-up,bulldoze,bullet-seed,close-combat,coaching,crunch,curse,dig,double-edge,dragon-claw,drain-punch,earthquake,endeavor,endure,energy-ball,facade,feint,fling,focus-blast,focus-punch,frenzy-plant,giga-drain,giga-impact,grass-knot,grassy-glide,grassy-terrain,growth,gyro-ball,hammer-arm,helping-hand,high-horsepower,hyper-beam,iron-defense,iron-head,iron-tail,knock-off,leaf-storm,leech-seed,low-kick,low-sweep,mud-shot,mud-slap,pain-split,payback,pin-missile,poison-jab,protect,quick-guard,rain-dance,reflect,rest,reversal,roar,rock-slide,rock-tomb,round,scary-face,seed-bomb,shadow-claw,sleep-talk,sludge-bomb,smack-down,snore,solar-beam,spikes,spiky-shield,steel-roller,stomping-tantrum,stone-edge,substitute,sunny-day,super-fang,superpower,swords-dance,synthesis,taunt,thunder-punch,trailblaze,wide-guard,wood-hammer,zen-headbutt"
"655","delphox-mega","mega","fire","psychic","75","69","72","159","125","134","levitate","","","390","15","10293","heat-wave,psychic,protect,substitute,calm-mind,encore,grass-knot,agility,blast-burn,burning-jealousy,charm,confuse-ray,copycat,dazzling-gleam,double-team,endure,expanding-force,facade,fire-blast,fire-punch,fire-spin,flame-charge,flamethrower,flare-blitz,focus-blast,foul-play,future-sight,giga-impact,helping-hand,hex,howl,hyper-beam,hyper-voice,hypnosis,imprison,iron-tail,light-screen,low-kick,magic-room,mud-shot,mud-slap,mystical-fire,nasty-plot,night-shade,overheat,psych-up,psychic-noise,psychic-terrain,psyshock,rain-dance,reflect,rest,role-play,round,safeguard,scorching-sands,shadow-ball,skill-swap,sleep-talk,snore,solar-beam,stored-power,sunny-day,switcheroo,thief,thunder-punch,trick,trick-room,will-o-wisp,wish,wonder-room,zen-headbutt"
"658","greninja-mega","mega","water","dark","72","125","77","133","81","142","protean","","","400","15","10294","dark-pulse,hydro-pump,ice-beam,protect,acrobatics,aerial-ace,blizzard,bounce,brick-break,brutal-swing,chilling-water,counter,dig,dive,double-team,endure,extrasensory,facade,fling,flip-turn,giga-impact,grass-knot,gunk-shot,haze,helping-hand,hydro-cannon,hyper-beam,ice-punch,icy-wind,liquidation,low-kick,low-sweep,mud-shot,mud-slap,night-slash,quick-attack,rain-dance,rest,rock-slide,rock-tomb,role-play,round,shadow-sneak,skitter-smack,sleep-talk,sludge-wave,smack-down,snore,snowscape,spikes,substitute,surf,switcheroo,swords-dance,taunt,thief,toxic-spikes,trailblaze,u-turn,upper-hand,water-pulse,water-shuriken,waterfall,weather-ball"
"670","floette-mega","mega","fairy","","74","85","87","155","148","102","fairy-aura","","","1008","2","10296","calm-mind,protect,moonblast,dazzling-gleam,draining-kiss,alluring-voice,baton-pass,charm,chilling-water,copycat,endeavor,endure,energy-ball,facade,giga-drain,grass-knot,grassy-terrain,helping-hand,hyper-beam,light-of-ruin,light-screen,misty-terrain,petal-blizzard,petal-dance,pollen-puff,psychic,rain-dance,rest,safeguard,seed-bomb,skill-swap,sleep-talk,solar-beam,stored-power,substitute,sunny-day,synthesis,tearful-look,trailblaze,trick,wish"
"678","meowstic-mega","mega","psychic","","74","48","76","143","101","124","trace","","","101","8","10314","alluring-voice,baton-pass,calm-mind,charge-beam,charm,covet,dark-pulse,dig,endure,energy-ball,expanding-force,extrasensory,facade,fake-out,fake-tears,future-sight,giga-impact,gravity,helping-hand,hyper-beam,imprison,iron-tail,light-screen,magic-room,mean-look,misty-terrain,nasty-plot,payback,play-rough,protect,psych-up,psychic,psychic-noise,psychic-terrain,psyshock,quick-guard,rain-dance,reflect,rest,role-play,round,safeguard,shadow-ball,skill-swap,sleep-talk,snore,stored-power,substitute,sucker-punch,sunny-day,tail-slap,thunder-wave,thunderbolt,tickle,trailblaze,trick,trick-room,wish,wonder-room,yawn,zen-headbutt"
"701","hawlucha-mega","mega","fighting","flying","78","137","100","74","93","118","no-guard","","","250","10","10300","dual-wingbeat,entrainment,flying-press,protect,acrobatics,aerial-ace,agility,air-slash,assurance,baton-pass,body-press,body-slam,bounce,brave-bird,brick-break,bulk-up,close-combat,coaching,cross-chop,defog,detect,dig,drain-punch,encore,endeavor,endure,facade,feather-dance,feint,fire-punch,fling,fly,focus-blast,focus-punch,giga-impact,grass-knot,helping-hand,high-jump-kick,hyper-beam,iron-head,low-kick,low-sweep,lunge,mean-look,mega-kick,payback,poison-jab,quick-guard,rain-dance,rest,reversal,rock-slide,rock-tomb,roost,round,sky-attack,sleep-talk,snore,steel-wing,stone-edge,substitute,sunny-day,superpower,swords-dance,taunt,thief,throat-chop,thunder-punch,trailblaze,u-turn,upper-hand,uproar,x-scissor,zen-headbutt"
